dataset	split	task	arm	fit	correct	correct_grids	test_grids	oracle_chosen_family	selected_program	oracle_witness
ARC1	evaluation	34b99a2b	complete	true	true	1	1	NA	splitH xor 2	
ARC1	evaluation	34b99a2b	grid_d2	true	true	1	1	true	splitH xor 2	splitH xor 2
ARC1	evaluation	34b99a2b	objects	false	false	0	1	false		
ARC1	evaluation	34b99a2b	grid_objects	true	true	1	1	true	splitH xor 2	splitH xor 2
ARC1	training	3bdb4ada	complete	false	false	0	1	NA	id	
ARC1	training	3bdb4ada	grid_d2	false	false	0	1	false		
ARC1	training	3bdb4ada	objects	false	false	0	1	false		
ARC1	training	3bdb4ada	grid_objects	false	false	0	1	false		
ARC1	training	fcc82909	complete	false	false	0	1	NA	id	
ARC1	training	fcc82909	grid_d2	false	false	0	1	false		
ARC1	training	fcc82909	objects	false	false	0	1	false		
ARC1	training	fcc82909	grid_objects	false	false	0	1	false		
ARC1	training	b91ae062	complete	false	false	0	1	NA	scale 3	
ARC1	training	b91ae062	grid_d2	false	false	0	1	false		
ARC1	training	b91ae062	objects	false	false	0	1	false		
ARC1	training	b91ae062	grid_objects	false	false	0	1	false		
ARC1	training	025d127b	complete	false	false	0	1	NA	id	
ARC1	training	025d127b	grid_d2	false	false	0	1	false		
ARC1	training	025d127b	objects	false	false	0	1	false		
ARC1	training	025d127b	grid_objects	false	false	0	1	false		
ARC1	training	d4469b4b	complete	false	false	0	2	NA	id	
ARC1	training	d4469b4b	grid_d2	false	false	0	2	false		
ARC1	training	d4469b4b	objects	false	false	0	2	false		
ARC1	training	d4469b4b	grid_objects	false	false	0	2	false		
ARC1	evaluation	212895b5	complete	false	false	0	1	NA	id	
ARC1	evaluation	212895b5	grid_d2	false	false	0	1	false		
ARC1	evaluation	212895b5	objects	false	false	0	1	false		
ARC1	evaluation	212895b5	grid_objects	false	false	0	1	false		
ARC1	evaluation	af24b4cc	complete	false	false	0	1	NA	id	
ARC1	evaluation	af24b4cc	grid_d2	false	false	0	1	false		
ARC1	evaluation	af24b4cc	objects	false	false	0	1	false		
ARC1	evaluation	af24b4cc	grid_objects	false	false	0	1	false		
ARC1	training	8e5a5113	complete	false	false	0	1	NA	id	
ARC1	training	8e5a5113	grid_d2	false	false	0	1	false		
ARC1	training	8e5a5113	objects	false	false	0	1	false		
ARC1	training	8e5a5113	grid_objects	false	false	0	1	false		
ARC1	training	4258a5f9	complete	true	true	1	1	NA	box 1	
ARC1	training	4258a5f9	grid_d2	true	true	1	1	true	box 1	box 1
ARC1	training	4258a5f9	objects	false	false	0	1	false		
ARC1	training	4258a5f9	grid_objects	true	true	1	1	true	box 1	box 1
ARC1	training	1e0a9b12	complete	true	true	1	1	NA	gravityDown	
ARC1	training	1e0a9b12	grid_d2	true	true	1	1	true	gravityDown	gravityDown
ARC1	training	1e0a9b12	objects	false	false	0	1	false		
ARC1	training	1e0a9b12	grid_objects	true	true	1	1	true	gravityDown	gravityDown
ARC1	evaluation	1e97544e	complete	false	false	0	1	NA	id	
ARC1	evaluation	1e97544e	grid_d2	false	false	0	1	false		
ARC1	evaluation	1e97544e	objects	false	false	0	1	false		
ARC1	evaluation	1e97544e	grid_objects	false	false	0	1	false		
ARC1	training	5582e5ca	complete	true	true	1	1	NA	majorityFill	
ARC1	training	5582e5ca	grid_d2	true	true	1	1	true	majorityFill	majorityFill
ARC1	training	5582e5ca	objects	true	true	1	1	true	modal-4-mono / All / Erase / Original	modal-4-mono / All / Erase / Original
ARC1	training	5582e5ca	grid_objects	true	true	1	1	true	majorityFill	majorityFill
ARC1	evaluation	f0afb749	complete	false	false	0	1	NA	id	
ARC1	evaluation	f0afb749	grid_d2	false	false	0	1	false		
ARC1	evaluation	f0afb749	objects	false	false	0	1	false		
ARC1	evaluation	f0afb749	grid_objects	false	false	0	1	false		
ARC1	training	eb5a1d5d	complete	true	true	1	1	NA	dedupRows ; dedupCols	
ARC1	training	eb5a1d5d	grid_d2	true	true	1	1	true	dedupRows ; dedupCols	dedupRows ; dedupCols
ARC1	training	eb5a1d5d	objects	false	false	0	1	false		
ARC1	training	eb5a1d5d	grid_objects	true	true	1	1	true	dedupRows ; dedupCols	dedupRows ; dedupCols
ARC1	training	3631a71a	complete	false	false	0	1	NA	id	
ARC1	training	3631a71a	grid_d2	false	false	0	1	false		
ARC1	training	3631a71a	objects	false	false	0	1	false		
ARC1	training	3631a71a	grid_objects	false	false	0	1	false		
ARC1	training	d037b0a7	complete	false	false	0	1	NA	id	
ARC1	training	d037b0a7	grid_d2	false	false	0	1	false		
ARC1	training	d037b0a7	objects	false	false	0	1	false		
ARC1	training	d037b0a7	grid_objects	false	false	0	1	false		
ARC1	training	dc433765	complete	false	false	0	2	NA	id	
ARC1	training	dc433765	grid_d2	false	false	0	2	false		
ARC1	training	dc433765	objects	false	false	0	2	false		
ARC1	training	dc433765	grid_objects	false	false	0	2	false		
ARC1	evaluation	2f0c5170	complete	false	false	0	1	NA	id	
ARC1	evaluation	2f0c5170	grid_d2	false	false	0	1	false		
ARC1	evaluation	2f0c5170	objects	false	false	0	1	false		
ARC1	evaluation	2f0c5170	grid_objects	false	false	0	1	false		
ARC1	evaluation	cb227835	complete	false	false	0	1	NA	id	
ARC1	evaluation	cb227835	grid_d2	false	false	0	1	false		
ARC1	evaluation	cb227835	objects	false	false	0	1	false		
ARC1	evaluation	cb227835	grid_objects	false	false	0	1	false		
ARC1	evaluation	e619ca6e	complete	false	false	0	1	NA	id	
ARC1	evaluation	e619ca6e	grid_d2	false	false	0	1	false		
ARC1	evaluation	e619ca6e	objects	false	false	0	1	false		
ARC1	evaluation	e619ca6e	grid_objects	false	false	0	1	false		
ARC1	training	c9e6f938	complete	true	true	1	1	NA	hconcatFlip	
ARC1	training	c9e6f938	grid_d2	true	true	1	1	true	hconcatFlip	hconcatFlip
ARC1	training	c9e6f938	objects	false	false	0	1	false		
ARC1	training	c9e6f938	grid_objects	true	true	1	1	true	hconcatFlip	hconcatFlip
ARC1	evaluation	3b4c2228	complete	false	false	0	2	NA	id	
ARC1	evaluation	3b4c2228	grid_d2	false	false	0	2	false		
ARC1	evaluation	3b4c2228	objects	false	false	0	2	false		
ARC1	evaluation	3b4c2228	grid_objects	false	false	0	2	false		
ARC1	evaluation	cfb2ce5a	complete	false	false	0	1	NA	id	
ARC1	evaluation	cfb2ce5a	grid_d2	false	false	0	1	false		
ARC1	evaluation	cfb2ce5a	objects	false	false	0	1	false		
ARC1	evaluation	cfb2ce5a	grid_objects	false	false	0	1	false		
ARC1	evaluation	62ab2642	complete	false	false	0	1	NA	id	
ARC1	evaluation	62ab2642	grid_d2	false	false	0	1	false		
ARC1	evaluation	62ab2642	objects	false	false	0	1	false		
ARC1	evaluation	62ab2642	grid_objects	false	false	0	1	false		
ARC1	evaluation	d5c634a2	complete	false	false	0	2	NA	id	
ARC1	evaluation	d5c634a2	grid_d2	false	false	0	2	false		
ARC1	evaluation	d5c634a2	objects	false	false	0	2	false		
ARC1	evaluation	d5c634a2	grid_objects	false	false	0	2	false		
ARC1	evaluation	7c8af763	complete	false	false	0	1	NA	id	
ARC1	evaluation	7c8af763	grid_d2	false	false	0	1	false		
ARC1	evaluation	7c8af763	objects	false	false	0	1	false		
ARC1	evaluation	7c8af763	grid_objects	false	false	0	1	false		
ARC1	training	c3e719e8	complete	false	false	0	1	NA	id	
ARC1	training	c3e719e8	grid_d2	false	false	0	1	false		
ARC1	training	c3e719e8	objects	false	false	0	1	false		
ARC1	training	c3e719e8	grid_objects	false	false	0	1	false		
ARC1	training	f15e1fac	complete	false	false	0	1	NA	id	
ARC1	training	f15e1fac	grid_d2	false	false	0	1	false		
ARC1	training	f15e1fac	objects	false	false	0	1	false		
ARC1	training	f15e1fac	grid_objects	false	false	0	1	false		
ARC1	training	ded97339	complete	false	false	0	1	NA	id	
ARC1	training	ded97339	grid_d2	false	false	0	1	false		
ARC1	training	ded97339	objects	false	false	0	1	false		
ARC1	training	ded97339	grid_objects	false	false	0	1	false		
ARC1	evaluation	be03b35f	complete	false	false	0	1	NA	id	
ARC1	evaluation	be03b35f	grid_d2	false	false	0	1	false		
ARC1	evaluation	be03b35f	objects	false	false	0	1	false		
ARC1	evaluation	be03b35f	grid_objects	false	false	0	1	false		
ARC1	evaluation	7953d61e	complete	false	false	0	1	NA	id	
ARC1	evaluation	7953d61e	grid_d2	false	false	0	1	false		
ARC1	evaluation	7953d61e	objects	false	false	0	1	false		
ARC1	evaluation	7953d61e	grid_objects	false	false	0	1	false		
ARC1	training	29ec7d0e	complete	false	false	0	1	NA	id	
ARC1	training	29ec7d0e	grid_d2	false	false	0	1	false		
ARC1	training	29ec7d0e	objects	false	false	0	1	false		
ARC1	training	29ec7d0e	grid_objects	false	false	0	1	false		
ARC1	training	d10ecb37	complete	false	false	0	1	NA	id	
ARC1	training	d10ecb37	grid_d2	false	false	0	1	false		
ARC1	training	d10ecb37	objects	false	false	0	1	false		
ARC1	training	d10ecb37	grid_objects	false	false	0	1	false		
ARC1	training	56ff96f3	complete	false	false	0	1	NA	id	
ARC1	training	56ff96f3	grid_d2	false	false	0	1	false		
ARC1	training	56ff96f3	objects	false	false	0	1	false		
ARC1	training	56ff96f3	grid_objects	false	false	0	1	false		
ARC1	training	5521c0d9	complete	false	false	0	1	NA	id	
ARC1	training	5521c0d9	grid_d2	false	false	0	1	false		
ARC1	training	5521c0d9	objects	false	false	0	1	false		
ARC1	training	5521c0d9	grid_objects	false	false	0	1	false		
ARC1	training	1caeab9d	complete	false	false	0	1	NA	id	
ARC1	training	1caeab9d	grid_d2	false	false	0	1	false		
ARC1	training	1caeab9d	objects	false	false	0	1	false		
ARC1	training	1caeab9d	grid_objects	false	false	0	1	false		
ARC1	training	d13f3404	complete	false	false	0	1	NA	id	
ARC1	training	d13f3404	grid_d2	false	false	0	1	false		
ARC1	training	d13f3404	objects	false	false	0	1	false		
ARC1	training	d13f3404	grid_objects	false	false	0	1	false		
ARC1	training	8eb1be9a	complete	false	false	0	1	NA	id	
ARC1	training	8eb1be9a	grid_d2	false	false	0	1	false		
ARC1	training	8eb1be9a	objects	false	false	0	1	false		
ARC1	training	8eb1be9a	grid_objects	false	false	0	1	false		
ARC1	training	447fd412	complete	false	false	0	1	NA	id	
ARC1	training	447fd412	grid_d2	false	false	0	1	false		
ARC1	training	447fd412	objects	false	false	0	1	false		
ARC1	training	447fd412	grid_objects	false	false	0	1	false		
ARC1	evaluation	9f27f097	complete	false	false	0	1	NA	id	
ARC1	evaluation	9f27f097	grid_d2	false	false	0	1	false		
ARC1	evaluation	9f27f097	objects	false	false	0	1	false		
ARC1	evaluation	9f27f097	grid_objects	false	false	0	1	false		
ARC1	evaluation	1d398264	complete	false	false	0	2	NA	id	
ARC1	evaluation	1d398264	grid_d2	false	false	0	2	false		
ARC1	evaluation	1d398264	objects	false	false	0	2	false		
ARC1	evaluation	1d398264	grid_objects	false	false	0	2	false		
ARC1	evaluation	bc4146bd	complete	false	false	0	1	NA	id	
ARC1	evaluation	bc4146bd	grid_d2	false	false	0	1	false		
ARC1	evaluation	bc4146bd	objects	false	false	0	1	false		
ARC1	evaluation	bc4146bd	grid_objects	false	false	0	1	false		
ARC1	evaluation	3391f8c0	complete	false	false	0	1	NA	id	
ARC1	evaluation	3391f8c0	grid_d2	false	false	0	1	false		
ARC1	evaluation	3391f8c0	objects	false	false	0	1	false		
ARC1	evaluation	3391f8c0	grid_objects	false	false	0	1	false		
ARC1	evaluation	903d1b4a	complete	true	true	1	1	NA	recolour 3 0 ; symmetrize4	
ARC1	evaluation	903d1b4a	grid_d2	true	true	1	1	true	recolour 3 0 ; symmetrize4	recolour 3 0 ; symmetrize4
ARC1	evaluation	903d1b4a	objects	false	false	0	1	false		
ARC1	evaluation	903d1b4a	grid_objects	true	true	1	1	true	recolour 3 0 ; symmetrize4	recolour 3 0 ; symmetrize4
ARC1	evaluation	5783df64	complete	false	false	0	1	NA	id	
ARC1	evaluation	5783df64	grid_d2	false	false	0	1	false		
ARC1	evaluation	5783df64	objects	false	false	0	1	false		
ARC1	evaluation	5783df64	grid_objects	false	false	0	1	false		
ARC1	training	3618c87e	complete	false	false	0	1	NA	id	
ARC1	training	3618c87e	grid_d2	false	false	0	1	false		
ARC1	training	3618c87e	objects	false	false	0	1	false		
ARC1	training	3618c87e	grid_objects	false	false	0	1	false		
ARC1	evaluation	ac2e8ecf	complete	false	false	0	1	NA	id	
ARC1	evaluation	ac2e8ecf	grid_d2	false	false	0	1	false		
ARC1	evaluation	ac2e8ecf	objects	false	false	0	1	false		
ARC1	evaluation	ac2e8ecf	grid_objects	false	false	0	1	false		
ARC1	evaluation	551d5bf1	complete	false	false	0	1	NA	id	
ARC1	evaluation	551d5bf1	grid_d2	false	false	0	1	false		
ARC1	evaluation	551d5bf1	objects	false	false	0	1	false		
ARC1	evaluation	551d5bf1	grid_objects	false	false	0	1	false		
ARC1	evaluation	103eff5b	complete	false	false	0	1	NA	id	
ARC1	evaluation	103eff5b	grid_d2	false	false	0	1	false		
ARC1	evaluation	103eff5b	objects	false	false	0	1	false		
ARC1	evaluation	103eff5b	grid_objects	false	false	0	1	false		
ARC1	evaluation	917bccba	complete	false	false	0	1	NA	id	
ARC1	evaluation	917bccba	grid_d2	false	false	0	1	false		
ARC1	evaluation	917bccba	objects	false	false	0	1	false		
ARC1	evaluation	917bccba	grid_objects	false	false	0	1	false		
ARC1	evaluation	32e9702f	complete	true	true	1	1	NA	shiftLeft ; recolour 0 5	
ARC1	evaluation	32e9702f	grid_d2	true	true	1	1	true	shiftLeft ; recolour 0 5	shiftLeft ; recolour 0 5
ARC1	evaluation	32e9702f	objects	false	false	0	1	false		
ARC1	evaluation	32e9702f	grid_objects	true	true	1	1	true	shiftLeft ; recolour 0 5	shiftLeft ; recolour 0 5
ARC1	training	d06dbe63	complete	false	false	0	1	NA	id	
ARC1	training	d06dbe63	grid_d2	false	false	0	1	false		
ARC1	training	d06dbe63	objects	false	false	0	1	false		
ARC1	training	d06dbe63	grid_objects	false	false	0	1	false		
ARC1	evaluation	1d0a4b61	complete	false	false	0	1	NA	symmetrizeH ; recolour 0 1	
ARC1	evaluation	1d0a4b61	grid_d2	false	false	0	1	false		
ARC1	evaluation	1d0a4b61	objects	false	false	0	1	false		
ARC1	evaluation	1d0a4b61	grid_objects	false	false	0	1	false		
ARC1	training	3906de3d	complete	false	false	0	1	NA	id	
ARC1	training	3906de3d	grid_d2	false	false	0	1	false		
ARC1	training	3906de3d	objects	false	false	0	1	false		
ARC1	training	3906de3d	grid_objects	false	false	0	1	false		
ARC1	evaluation	ae58858e	complete	false	false	0	1	NA	id	
ARC1	evaluation	ae58858e	grid_d2	false	false	0	1	false		
ARC1	evaluation	ae58858e	objects	false	false	0	1	false		
ARC1	evaluation	ae58858e	grid_objects	false	false	0	1	false		
ARC1	evaluation	bb52a14b	complete	false	false	0	1	NA	id	
ARC1	evaluation	bb52a14b	grid_d2	false	false	0	1	false		
ARC1	evaluation	bb52a14b	objects	false	false	0	1	false		
ARC1	evaluation	bb52a14b	grid_objects	false	false	0	1	false		
ARC1	evaluation	759f3fd3	complete	false	false	0	1	NA	id	
ARC1	evaluation	759f3fd3	grid_d2	false	false	0	1	false		
ARC1	evaluation	759f3fd3	objects	false	false	0	1	false		
ARC1	evaluation	759f3fd3	grid_objects	false	false	0	1	false		
ARC1	evaluation	4c177718	complete	false	false	0	2	NA	id	
ARC1	evaluation	4c177718	grid_d2	false	false	0	2	false		
ARC1	evaluation	4c177718	objects	false	false	0	2	false		
ARC1	evaluation	4c177718	grid_objects	false	false	0	2	false		
ARC1	evaluation	770cc55f	complete	false	false	0	1	NA	id	
ARC1	evaluation	770cc55f	grid_d2	false	false	0	1	false		
ARC1	evaluation	770cc55f	objects	false	false	0	1	false		
ARC1	evaluation	770cc55f	grid_objects	false	false	0	1	false		
ARC1	evaluation	009d5c81	complete	false	false	0	1	NA	id	
ARC1	evaluation	009d5c81	grid_d2	false	false	0	1	false		
ARC1	evaluation	009d5c81	objects	false	false	0	1	false		
ARC1	evaluation	009d5c81	grid_objects	false	false	0	1	false		
ARC1	training	264363fd	complete	false	false	0	1	NA	id	
ARC1	training	264363fd	grid_d2	false	false	0	1	false		
ARC1	training	264363fd	objects	false	false	0	1	false		
ARC1	training	264363fd	grid_objects	false	false	0	1	false		
ARC1	evaluation	ac605cbb	complete	false	false	0	1	NA	id	
ARC1	evaluation	ac605cbb	grid_d2	false	false	0	1	false		
ARC1	evaluation	ac605cbb	objects	false	false	0	1	false		
ARC1	evaluation	ac605cbb	grid_objects	false	false	0	1	false		
ARC1	training	f1cefba8	complete	false	false	0	1	NA	id	
ARC1	training	f1cefba8	grid_d2	false	false	0	1	false		
ARC1	training	f1cefba8	objects	false	false	0	1	false		
ARC1	training	f1cefba8	grid_objects	false	false	0	1	false		
ARC1	evaluation	68b67ca3	complete	false	false	0	1	NA	id	
ARC1	evaluation	68b67ca3	grid_d2	false	false	0	1	false		
ARC1	evaluation	68b67ca3	objects	false	false	0	1	false		
ARC1	evaluation	68b67ca3	grid_objects	false	false	0	1	false		
ARC1	training	e9afcf9a	complete	false	false	0	1	NA	id	
ARC1	training	e9afcf9a	grid_d2	false	false	0	1	false		
ARC1	training	e9afcf9a	objects	false	false	0	1	false		
ARC1	training	e9afcf9a	grid_objects	false	false	0	1	false		
ARC1	evaluation	516b51b7	complete	false	false	0	1	NA	id	
ARC1	evaluation	516b51b7	grid_d2	false	false	0	1	false		
ARC1	evaluation	516b51b7	objects	false	false	0	1	false		
ARC1	evaluation	516b51b7	grid_objects	false	false	0	1	false		
ARC1	evaluation	351d6448	complete	false	false	0	1	NA	id	
ARC1	evaluation	351d6448	grid_d2	false	false	0	1	false		
ARC1	evaluation	351d6448	objects	false	false	0	1	false		
ARC1	evaluation	351d6448	grid_objects	false	false	0	1	false		
ARC1	training	a5f85a15	complete	false	false	0	1	NA	id	
ARC1	training	a5f85a15	grid_d2	false	false	0	1	false		
ARC1	training	a5f85a15	objects	false	false	0	1	false		
ARC1	training	a5f85a15	grid_objects	false	false	0	1	false		
ARC1	training	9aec4887	complete	false	false	0	1	NA	id	
ARC1	training	9aec4887	grid_d2	false	false	0	1	false		
ARC1	training	9aec4887	objects	false	false	0	1	false		
ARC1	training	9aec4887	grid_objects	false	false	0	1	false		
ARC1	evaluation	414297c0	complete	false	false	0	1	NA	id	
ARC1	evaluation	414297c0	grid_d2	false	false	0	1	false		
ARC1	evaluation	414297c0	objects	false	false	0	1	false		
ARC1	evaluation	414297c0	grid_objects	false	false	0	1	false		
ARC1	evaluation	e7b06bea	complete	false	false	0	1	NA	id	
ARC1	evaluation	e7b06bea	grid_d2	false	false	0	1	false		
ARC1	evaluation	e7b06bea	objects	false	false	0	1	false		
ARC1	evaluation	e7b06bea	grid_objects	false	false	0	1	false		
ARC1	training	ae3edfdc	complete	false	false	0	1	NA	id	
ARC1	training	ae3edfdc	grid_d2	false	false	0	1	false		
ARC1	training	ae3edfdc	objects	false	false	0	1	false		
ARC1	training	ae3edfdc	grid_objects	false	false	0	1	false		
ARC1	evaluation	2a5f8217	complete	false	false	0	1	NA	recolour 1 8	
ARC1	evaluation	2a5f8217	grid_d2	false	false	0	1	false		
ARC1	evaluation	2a5f8217	objects	false	false	0	1	false		
ARC1	evaluation	2a5f8217	grid_objects	false	false	0	1	false		
ARC1	evaluation	195ba7dc	complete	true	true	1	1	NA	splitH or 1	
ARC1	evaluation	195ba7dc	grid_d2	true	true	1	1	true	splitH or 1	splitH or 1
ARC1	evaluation	195ba7dc	objects	false	false	0	1	false		
ARC1	evaluation	195ba7dc	grid_objects	true	true	1	1	true	splitH or 1	splitH or 1
ARC1	training	c909285e	complete	false	false	0	1	NA	id	
ARC1	training	c909285e	grid_d2	false	false	0	1	false		
ARC1	training	c909285e	objects	false	false	0	1	false		
ARC1	training	c909285e	grid_objects	false	false	0	1	false		
ARC1	evaluation	7ee1c6ea	complete	false	false	0	1	NA	id	
ARC1	evaluation	7ee1c6ea	grid_d2	false	false	0	1	false		
ARC1	evaluation	7ee1c6ea	objects	false	false	0	1	false		
ARC1	evaluation	7ee1c6ea	grid_objects	false	false	0	1	false		
ARC1	evaluation	8e2edd66	complete	false	false	0	1	NA	id	
ARC1	evaluation	8e2edd66	grid_d2	false	false	0	1	false		
ARC1	evaluation	8e2edd66	objects	false	false	0	1	false		
ARC1	evaluation	8e2edd66	grid_objects	false	false	0	1	false		
ARC1	evaluation	15113be4	complete	false	false	0	1	NA	id	
ARC1	evaluation	15113be4	grid_d2	false	false	0	1	false		
ARC1	evaluation	15113be4	objects	false	false	0	1	false		
ARC1	evaluation	15113be4	grid_objects	false	false	0	1	false		
ARC1	evaluation	c3202e5a	complete	false	false	0	1	NA	id	
ARC1	evaluation	c3202e5a	grid_d2	false	false	0	1	false		
ARC1	evaluation	c3202e5a	objects	false	false	0	1	false		
ARC1	evaluation	c3202e5a	grid_objects	false	false	0	1	false		
ARC1	training	445eab21	complete	false	false	0	1	NA	id	
ARC1	training	445eab21	grid_d2	false	false	0	1	false		
ARC1	training	445eab21	objects	false	false	0	1	false		
ARC1	training	445eab21	grid_objects	false	false	0	1	false		
ARC1	training	f2829549	complete	true	true	1	1	NA	splitH nor 3	
ARC1	training	f2829549	grid_d2	true	true	1	1	true	splitH nor 3	splitH nor 3
ARC1	training	f2829549	objects	false	false	0	1	false		
ARC1	training	f2829549	grid_objects	true	true	1	1	true	splitH nor 3	splitH nor 3
ARC1	evaluation	e345f17b	complete	true	true	2	2	NA	splitH nor 4	
ARC1	evaluation	e345f17b	grid_d2	true	true	2	2	true	splitH nor 4	splitH nor 4
ARC1	evaluation	e345f17b	objects	false	false	0	2	false		
ARC1	evaluation	e345f17b	grid_objects	true	true	2	2	true	splitH nor 4	splitH nor 4
ARC1	evaluation	2753e76c	complete	false	false	0	1	NA	id	
ARC1	evaluation	2753e76c	grid_d2	false	false	0	1	false		
ARC1	evaluation	2753e76c	objects	false	false	0	1	false		
ARC1	evaluation	2753e76c	grid_objects	false	false	0	1	false		
ARC1	evaluation	626c0bcc	complete	false	false	0	1	NA	id	
ARC1	evaluation	626c0bcc	grid_d2	false	false	0	1	false		
ARC1	evaluation	626c0bcc	objects	false	false	0	1	false		
ARC1	evaluation	626c0bcc	grid_objects	false	false	0	1	false		
ARC1	evaluation	6a11f6da	complete	false	false	0	1	NA	id	
ARC1	evaluation	6a11f6da	grid_d2	false	false	0	1	false		
ARC1	evaluation	6a11f6da	objects	false	false	0	1	false		
ARC1	evaluation	6a11f6da	grid_objects	false	false	0	1	false		
ARC1	training	ecdecbb3	complete	false	false	0	1	NA	id	
ARC1	training	ecdecbb3	grid_d2	false	false	0	1	false		
ARC1	training	ecdecbb3	objects	false	false	0	1	false		
ARC1	training	ecdecbb3	grid_objects	false	false	0	1	false		
ARC1	evaluation	a59b95c0	complete	false	false	0	1	NA	tile 3 3	
ARC1	evaluation	a59b95c0	grid_d2	false	false	0	1	false		
ARC1	evaluation	a59b95c0	objects	false	false	0	1	false		
ARC1	evaluation	a59b95c0	grid_objects	false	false	0	1	false		
ARC1	evaluation	9c56f360	complete	false	false	0	1	NA	id	
ARC1	evaluation	9c56f360	grid_d2	false	false	0	1	false		
ARC1	evaluation	9c56f360	objects	false	false	0	1	false		
ARC1	evaluation	9c56f360	grid_objects	false	false	0	1	false		
ARC1	evaluation	4e469f39	complete	false	false	0	1	NA	id	
ARC1	evaluation	4e469f39	grid_d2	false	false	0	1	false		
ARC1	evaluation	4e469f39	objects	false	false	0	1	false		
ARC1	evaluation	4e469f39	grid_objects	false	false	0	1	false		
ARC1	evaluation	95a58926	complete	false	false	0	1	NA	id	
ARC1	evaluation	95a58926	grid_d2	false	false	0	1	false		
ARC1	evaluation	95a58926	objects	false	false	0	1	false		
ARC1	evaluation	95a58926	grid_objects	false	false	0	1	false		
ARC1	training	97999447	complete	false	false	0	1	NA	id	
ARC1	training	97999447	grid_d2	false	false	0	1	false		
ARC1	training	97999447	objects	false	false	0	1	false		
ARC1	training	97999447	grid_objects	false	false	0	1	false		
ARC1	training	776ffc46	complete	false	false	0	1	NA	id	
ARC1	training	776ffc46	grid_d2	false	false	0	1	false		
ARC1	training	776ffc46	objects	false	false	0	1	false		
ARC1	training	776ffc46	grid_objects	false	false	0	1	false		
ARC1	evaluation	4acc7107	complete	false	false	0	1	NA	id	
ARC1	evaluation	4acc7107	grid_d2	false	false	0	1	false		
ARC1	evaluation	4acc7107	objects	false	false	0	1	false		
ARC1	evaluation	4acc7107	grid_objects	false	false	0	1	false		
ARC1	training	239be575	complete	false	false	1	2	NA	cropSmallest	
ARC1	training	239be575	grid_d2	false	false	0	2	false		
ARC1	training	239be575	objects	false	false	0	2	false		
ARC1	training	239be575	grid_objects	false	false	0	2	false		
ARC1	evaluation	d282b262	complete	false	false	0	1	NA	id	
ARC1	evaluation	d282b262	grid_d2	false	false	0	1	false		
ARC1	evaluation	d282b262	objects	false	false	0	1	false		
ARC1	evaluation	d282b262	grid_objects	false	false	0	1	false		
ARC1	evaluation	97239e3d	complete	false	false	0	1	NA	id	
ARC1	evaluation	97239e3d	grid_d2	false	false	0	1	false		
ARC1	evaluation	97239e3d	objects	false	false	0	1	false		
ARC1	evaluation	97239e3d	grid_objects	false	false	0	1	false		
ARC1	evaluation	9def23fe	complete	false	false	0	1	NA	id	
ARC1	evaluation	9def23fe	grid_d2	false	false	0	1	false		
ARC1	evaluation	9def23fe	objects	false	false	0	1	false		
ARC1	evaluation	9def23fe	grid_objects	false	false	0	1	false		
ARC1	evaluation	15696249	complete	false	false	0	1	NA	id	
ARC1	evaluation	15696249	grid_d2	false	false	0	1	false		
ARC1	evaluation	15696249	objects	false	false	0	1	false		
ARC1	evaluation	15696249	grid_objects	false	false	0	1	false		
ARC1	training	8be77c9e	complete	true	true	1	1	NA	vconcatFlip	
ARC1	training	8be77c9e	grid_d2	true	true	1	1	true	vconcatFlip	vconcatFlip
ARC1	training	8be77c9e	objects	false	false	0	1	false		
ARC1	training	8be77c9e	grid_objects	true	true	1	1	true	vconcatFlip	vconcatFlip
ARC1	evaluation	f823c43c	complete	false	false	0	1	NA	id	
ARC1	evaluation	f823c43c	grid_d2	false	false	0	1	false		
ARC1	evaluation	f823c43c	objects	false	false	0	1	false		
ARC1	evaluation	f823c43c	grid_objects	false	false	0	1	false		
ARC1	training	4938f0c2	complete	false	false	0	1	NA	id	
ARC1	training	4938f0c2	grid_d2	false	false	0	1	false		
ARC1	training	4938f0c2	objects	false	false	0	1	false		
ARC1	training	4938f0c2	grid_objects	false	false	0	1	false		
ARC1	training	321b1fc6	complete	false	false	0	1	NA	id	
ARC1	training	321b1fc6	grid_d2	false	false	0	1	false		
ARC1	training	321b1fc6	objects	false	false	0	1	false		
ARC1	training	321b1fc6	grid_objects	false	false	0	1	false		
ARC1	training	0962bcdd	complete	false	false	0	1	NA	id	
ARC1	training	0962bcdd	grid_d2	false	false	0	1	false		
ARC1	training	0962bcdd	objects	false	false	0	1	false		
ARC1	training	0962bcdd	grid_objects	false	false	0	1	false		
ARC1	training	e5062a87	complete	false	false	0	1	NA	id	
ARC1	training	e5062a87	grid_d2	false	false	0	1	false		
ARC1	training	e5062a87	objects	false	false	0	1	false		
ARC1	training	e5062a87	grid_objects	false	false	0	1	false		
ARC1	training	50cb2852	complete	false	false	0	1	NA	id	
ARC1	training	50cb2852	grid_d2	false	false	0	1	false		
ARC1	training	50cb2852	objects	false	false	0	1	false		
ARC1	training	50cb2852	grid_objects	false	false	0	1	false		
ARC1	evaluation	639f5a19	complete	false	false	0	1	NA	id	
ARC1	evaluation	639f5a19	grid_d2	false	false	0	1	false		
ARC1	evaluation	639f5a19	objects	false	false	0	1	false		
